,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
1009,GRZ,2019-03-07,2020-03-10,369,Thursday,951341,GDB,40343,500002,394493,0.08068567725729098,9.778474580472448,0.7889828440686237,30-50,F,iharper,zharris@yahoo.com,Kelli Gomez,F,71
1010,KTR,2019-03-09,2020-09-04,545,Saturday,2366,EUR,20643,499999,1703,0.04128608257216514,0.08249769897786174,0.003406006812013624,30-50,F,iharper,zharris@yahoo.com,Kelli Gomez,F,71
1011,BYU,2018-07-19,2019-07-10,356,Thursday,743437,EUR,70106,500000,572094,0.140212,8.160414229880466,1.144188,30-45,F,iharper,zharris@yahoo.com,Kelli Gomez,F,71
1012,GRZ,2019-01-30,2020-09-28,607,Wednesday,228124,USD,43578,499997,19426,0.08715652293913763,0.44577539125246685,0.03885223311339868,25-30,F,iharper,zharris@yahoo.com,Kelli Gomez,F,71
1013,GRZ,2017-11-16,2018-05-06,171,Thursday,245851,USD,43858,499999,171323,0.08771617543235087,3.9063112773040265,0.3426466852933706,30-35,M,iharper,zharris@yahoo.com,Kelli Gomez,F,71
1014,GRZ,2017-12-31,2018-09-10,253,Sunday,418337,GDB,66401,499998,373880,0.13280253121012484,5.630638092799807,0.7477629910519642,25-45,F,zgarner,evan06@wilson.biz,Alexander Hanson,M,53
1015,GRZ,2019-05-15,2019-03-07,-69,Wednesday,883126,EUR,43845,500000,107378,0.08769,2.449036378150302,0.214756,20-25,F,zgarner,evan06@wilson.biz,Alexander Hanson,M,53
1016,KTR,2018-02-05,2019-10-24,626,Monday,850761,GDB,2101,500000,623379,0.004202,296.705854355069,1.246758,35-40,F,zgarner,evan06@wilson.biz,Alexander Hanson,M,53
1017,GRZ,2019-01-28,2019-01-31,3,Monday,261774,EUR,25787,499996,8879,0.05157441259530076,0.34432078178927367,0.017758142065136522,35-40,F,zgarner,evan06@wilson.biz,Alexander Hanson,M,53
1018,GRZ,2019-09-17,2021-06-26,648,Tuesday,670831,EUR,23302,500002,565070,0.04660381358474566,24.249849798300573,1.1301354794580822,35-60,F,zgarner,evan06@wilson.biz,Alexander Hanson,M,53
1019,AKX,2018-01-24,2018-06-10,137,Wednesday,569765,USD,7579,499999,441588,0.015158030316060632,58.26467871750891,0.8831777663555327,35-40,M,zgarner,evan06@wilson.biz,Alexander Hanson,M,53
1020,KTR,2019-05-30,2020-01-22,237,Thursday,70518,USD,67439,499999,49272,0.13487826975653952,0.7306158157742553,0.09854419708839418,25-50,M,zgarner,evan06@wilson.biz,Alexander Hanson,M,53
1021,GRZ,2018-01-26,2019-12-11,684,Friday,473258,GDB,13968,499999,358803,0.027936055872111745,25.6875,0.7176074352148705,40-60,M,zgarner,evan06@wilson.biz,Alexander Hanson,M,53
1022,GRZ,2018-05-21,2019-09-29,496,Monday,970417,GDB,62671,499998,98076,0.1253425013700055,1.5649343396467266,0.19615278461113844,35-60,F,christopherschmitt,ljones@glass.biz,Katherine Martinez,F,46
1023,AKX,2018-02-04,2019-08-27,569,Sunday,84952,GDB,29687,500001,64992,0.0593738812522375,2.1892410819550645,0.12998374003251995,35-45,F,christopherschmitt,ljones@glass.biz,Katherine Martinez,F,46
1024,GRZ,2018-11-26,2019-05-31,186,Monday,60827,USD,58875,500003,1875,0.11774929350423897,0.03184713375796178,0.003749977500134999,35-50,M,christopherschmitt,ljones@glass.biz,Katherine Martinez,F,46
1025,BYU,2019-08-31,2020-10-06,402,Saturday,699359,USD,32390,500002,659660,0.06477974088103648,20.366162395801172,1.319314722741109,40-55,F,christopherschmitt,ljones@glass.biz,Katherine Martinez,F,46
1026,AKX,2018-09-01,2019-06-24,296,Saturday,45078,EUR,13241,500000,39063,0.026482,2.9501548221433427,0.078126,25-45,F,christopherschmitt,ljones@glass.biz,Katherine Martinez,F,46
1027,AKX,2018-04-26,2018-08-24,120,Thursday,783361,GDB,40139,499995,361967,0.08027880278802788,9.017838012905155,0.7239412394123941,40-55,M,christopherschmitt,ljones@glass.biz,Katherine Martinez,F,46
1028,KTR,2018-06-07,2018-12-15,191,Thursday,828278,USD,10831,500002,786859,0.02166191335234659,72.64878589234604,1.5737117051531795,30-35,M,christopherschmitt,ljones@glass.biz,Katherine Martinez,F,46
1029,KTR,2019-04-29,2019-10-12,166,Monday,299735,GDB,37817,500000,237871,0.075634,6.290054737287464,0.475742,30-50,F,mmartinez,nbrennan@yahoo.com,Bridget Jacobs,F,23
1030,BYU,2018-07-07,2019-11-21,502,Saturday,25161,USD,38642,500000,24971,0.077284,0.6462139640805341,0.049942,30-35,M,mmartinez,nbrennan@yahoo.com,Bridget Jacobs,F,23
1031,BYU,2018-04-24,2019-03-15,325,Tuesday,190634,GDB,34094,500002,95684,0.068187727249091,2.806476212823371,0.19136723453106189,25-35,F,mmartinez,nbrennan@yahoo.com,Bridget Jacobs,F,23
1032,AKX,2019-04-02,2021-01-30,669,Tuesday,732432,GDB,19149,499998,43517,0.03829815319261277,2.2725468692882136,0.08703434813739255,25-45,F,mmartinez,nbrennan@yahoo.com,Bridget Jacobs,F,23
1033,BYU,2019-02-16,2019-08-08,173,Saturday,767315,GDB,63444,500002,185916,0.1268874924500302,2.9303953092491017,0.3718305126779493,25-30,F,mmartinez,nbrennan@yahoo.com,Bridget Jacobs,F,23
1034,KTR,2018-03-01,2018-04-13,43,Thursday,407469,GDB,32900,499998,275254,0.06580026320105281,8.366382978723404,0.5505102020408081,25-40,M,mmartinez,nbrennan@yahoo.com,Bridget Jacobs,F,23
1035,AKX,2018-01-16,2018-05-30,134,Tuesday,626788,USD,23769,500001,599734,0.047537904924190154,25.231772476755438,1.1994656010687978,20-45,F,mmartinez,nbrennan@yahoo.com,Bridget Jacobs,F,23
1036,BYU,2018-01-22,2019-09-15,601,Monday,925042,GDB,19131,499998,520412,0.0382621530486122,27.20255083372537,1.0408281633126533,25-30,M,mmartinez,nbrennan@yahoo.com,Bridget Jacobs,F,23
1037,KTR,2018-03-08,2019-10-24,595,Thursday,458800,EUR,77294,500000,171327,0.154588,2.2165627344942687,0.342654,25-40,F,harrisoncarolyn,wendy76@campbell.biz,Jeffery Foley,M,58
1038,GRZ,2019-04-15,2020-09-27,531,Monday,621616,GDB,49030,500000,69436,0.09806,1.4161941668366307,0.138872,20-40,F,harrisoncarolyn,wendy76@campbell.biz,Jeffery Foley,M,58
1039,KTR,2019-08-27,2021-04-22,604,Tuesday,691295,EUR,65012,500001,3065,0.1300237399525201,0.047145142435242725,0.00612998774002452,20-25,M,frobinson,fhernandez@gmail.com,Felicia Price,F,79
1040,BYU,2018-05-18,2019-06-08,386,Friday,15759,USD,18838,500000,900,0.037676,0.04777577237498673,0.0018,20-30,M,frobinson,fhernandez@gmail.com,Felicia Price,F,79
1041,KTR,2018-11-18,2019-03-24,126,Sunday,624591,USD,34323,499998,573682,0.06864627458509834,16.71421495789995,1.147368589474358,30-45,M,matthew61,wsmith@yahoo.com,Chris Walter,M,40
1042,GRZ,2019-01-17,2019-07-14,178,Thursday,917666,EUR,81871,499999,778254,0.16374232748465498,9.505856774682123,1.556511113022226,40-55,F,matthew61,wsmith@yahoo.com,Chris Walter,M,40
1043,GRZ,2019-06-02,2020-02-05,248,Sunday,739880,GDB,61112,499997,615103,0.12222473334840009,10.065175415630318,1.2302133812802878,30-50,F,matthew61,wsmith@yahoo.com,Chris Walter,M,40
1044,GRZ,2019-08-01,2020-01-19,171,Thursday,203634,USD,50522,500002,196612,0.1010435958256167,3.8916115751553777,0.39322242711029154,20-40,F,matthew61,wsmith@yahoo.com,Chris Walter,M,40
1045,AKX,2018-01-03,2019-06-11,524,Wednesday,228880,USD,67084,500002,158753,0.13416746333014667,2.366480830004174,0.3175047299810801,40-60,F,matthew61,wsmith@yahoo.com,Chris Walter,M,40
1046,KTR,2018-03-07,2019-09-12,554,Wednesday,528781,USD,16808,500000,380447,0.033616,22.634876249405046,0.760894,35-50,F,matthew61,wsmith@yahoo.com,Chris Walter,M,40
1047,GRZ,2018-03-06,2019-03-29,388,Tuesday,97353,USD,40186,499997,48857,0.0803724822348934,1.2157716617727568,0.09771458628751772,30-35,M,ewright,nicholas28@yahoo.com,Renee Tran,F,60
1048,KTR,2019-06-05,2020-05-17,347,Wednesday,441269,EUR,25485,499999,150701,0.050970101940203884,5.913321561702962,0.3014026028052056,25-45,M,ewright,nicholas28@yahoo.com,Renee Tran,F,60
1049,BYU,2019-04-24,2021-12-03,954,Wednesday,823430,GDB,28537,500001,194374,0.05707388585222829,6.811297613624418,0.388747222505555,20-40,F,ewright,nicholas28@yahoo.com,Renee Tran,F,60
1050,GRZ,2019-09-17,2019-12-11,85,Tuesday,963798,USD,19342,499998,780131,0.038684154736618945,40.333522903526,1.5602682410729642,25-35,M,ewright,nicholas28@yahoo.com,Renee Tran,F,60
1051,GRZ,2018-06-15,2019-01-27,226,Friday,973937,USD,64739,500001,905574,0.12947774104451792,13.988075194241492,1.8111443777112446,35-45,F,ewright,nicholas28@yahoo.com,Renee Tran,F,60
1052,KTR,2019-07-21,2020-06-18,333,Sunday,656552,GDB,71873,499996,245200,0.1437471499771998,3.4115731916018532,0.4904039232313859,20-25,F,ewright,nicholas28@yahoo.com,Renee Tran,F,60
1053,AKX,2019-06-11,2020-10-15,492,Tuesday,666412,USD,51504,499998,570176,0.10300841203364813,11.070518794656726,1.1403565614262456,40-45,M,ewright,nicholas28@yahoo.com,Renee Tran,F,60
1054,BYU,2018-10-08,2019-12-07,425,Monday,496764,USD,16009,499998,99959,0.03201812807251229,6.243925292023237,0.1999187996751987,25-50,M,eric64,jacquelinewright@gmail.com,David Lambert,M,28
1055,GRZ,2019-05-23,2020-11-28,555,Thursday,170484,USD,25973,499999,83492,0.05194610389220779,3.2145689754745312,0.16698433396866794,25-40,M,eric64,jacquelinewright@gmail.com,David Lambert,M,28
1056,KTR,2019-01-02,2019-08-31,241,Wednesday,121135,EUR,63063,500000,110085,0.126126,1.7456353170638885,0.22017,35-45,F,eric64,jacquelinewright@gmail.com,David Lambert,M,28
1057,BYU,2019-05-03,2020-03-12,314,Friday,614094,USD,48633,499998,332253,0.09726638906555626,6.831842576028622,0.6645086580346321,40-45,M,andrewrubio,bradfordamber@williams-sexton.biz,Michael Lester II,M,82
1058,KTR,2019-08-31,2020-06-19,293,Saturday,138993,GDB,79290,500005,41690,0.15857841421585783,0.5257913986631353,0.08337916620833792,40-50,F,andrewrubio,bradfordamber@williams-sexton.biz,Michael Lester II,M,82
1059,KTR,2019-07-19,2020-06-17,334,Friday,683091,GDB,30928,500000,674330,0.061856,21.803220382824627,1.34866,25-30,F,andrewrubio,bradfordamber@williams-sexton.biz,Michael Lester II,M,82
1060,AKX,2019-01-31,2020-02-27,392,Thursday,397024,EUR,31712,499997,4150,0.06342438054628327,0.13086528758829466,0.008300049800298802,20-30,M,vlang,matthew06@hoover.org,Scott Frye,M,90
1061,KTR,2019-06-27,2020-11-23,515,Thursday,749872,USD,64690,499997,83824,0.12938077628465772,1.295779873241614,0.16764900589403536,25-45,F,vlang,matthew06@hoover.org,Scott Frye,M,90
1062,GRZ,2018-01-31,2018-10-14,256,Wednesday,851687,GDB,34997,499999,10814,0.06999413998827998,0.30899791410692345,0.021628043256086513,30-45,F,vlang,matthew06@hoover.org,Scott Frye,M,90
1063,AKX,2018-09-13,2019-09-05,357,Thursday,230736,GDB,23430,499998,8545,0.04686018744074976,0.3647033717456253,0.01709006836027344,35-55,M,vlang,matthew06@hoover.org,Scott Frye,M,90
1064,KTR,2019-01-16,2019-04-12,86,Wednesday,780027,USD,73597,499997,189757,0.14719488316929902,2.578325203472968,0.3795162770976626,20-40,F,vlang,matthew06@hoover.org,Scott Frye,M,90
1065,GRZ,2018-01-19,2018-09-25,249,Friday,463538,USD,55192,499999,460383,0.11038422076844154,8.341480649369474,0.920767841535683,40-55,F,costawendy,christophertaylor@hotmail.com,William Rodriguez,M,54
1066,AKX,2018-01-27,2019-09-21,602,Saturday,918291,EUR,45095,499999,299585,0.09019018038036077,6.643419447832354,0.5991711983423967,35-55,M,costawendy,christophertaylor@hotmail.com,William Rodriguez,M,54
1067,AKX,2017-12-25,2018-11-27,337,Monday,389488,USD,50240,500002,77673,0.10047959808160767,1.5460390127388535,0.15534537861848552,45-50,M,costawendy,christophertaylor@hotmail.com,William Rodriguez,M,54
1068,AKX,2017-07-12,2019-09-30,810,Wednesday,24960,GDB,46546,500001,19122,0.09309181381637237,0.410819404460104,0.03824392351215298,35-45,M,costawendy,christophertaylor@hotmail.com,William Rodriguez,M,54
1069,GRZ,2019-03-09,2020-12-27,659,Saturday,694186,EUR,48308,500004,143779,0.09661522707818337,2.9762979216692886,0.2875556995544036,20-40,F,costawendy,christophertaylor@hotmail.com,William Rodriguez,M,54
1070,AKX,2018-12-01,2019-07-08,219,Saturday,791317,EUR,75815,499999,223314,0.15163030326060653,2.9455121018268153,0.44662889325778654,25-45,M,costawendy,christophertaylor@hotmail.com,William Rodriguez,M,54
1071,KTR,2018-01-31,2018-05-22,111,Wednesday,555483,GDB,19421,500002,368366,0.03884184463262147,18.967406415735542,0.7367290530837877,35-50,M,costawendy,christophertaylor@hotmail.com,William Rodriguez,M,54
1072,AKX,2018-03-08,2019-01-06,304,Thursday,566735,USD,16424,500000,304882,0.032848,18.563200194836824,0.609764,25-35,F,costawendy,christophertaylor@hotmail.com,William Rodriguez,M,54
1073,BYU,2018-12-27,2020-01-31,400,Thursday,957316,GDB,21283,499998,407309,0.04256617026468106,19.137762533477424,0.814621258485034,40-60,M,andrew90,rdillon@lambert.info,Manuel Campbell,M,71
1074,AKX,2019-01-18,2020-04-09,447,Friday,908195,USD,87405,499996,255162,0.17481139849118793,2.919306675819461,0.510328082624661,40-45,F,andrew90,rdillon@lambert.info,Manuel Campbell,M,71
1075,KTR,2018-03-12,2020-03-11,730,Monday,104459,GDB,26811,499998,85142,0.053622214488857955,3.175636865465667,0.17028468113872455,20-40,F,andrew90,rdillon@lambert.info,Manuel Campbell,M,71
1076,BYU,2018-11-26,2020-08-05,618,Monday,509871,GDB,56298,499997,384481,0.11259667558005348,6.829390031617464,0.7689666137996828,30-45,F,andrew90,rdillon@lambert.info,Manuel Campbell,M,71
1077,BYU,2019-01-20,2019-01-07,-13,Sunday,941794,USD,41637,499999,665786,0.0832741665483331,15.990249057328818,1.3315746631493264,40-50,M,uharvey,jasmine65@webb.net,Troy Wood,M,67
1078,KTR,2019-05-27,2020-06-22,392,Monday,424971,EUR,37410,500005,61717,0.07481925180748193,1.6497460572039562,0.12343276567234328,30-55,M,uharvey,jasmine65@webb.net,Troy Wood,M,67
1079,AKX,2019-04-14,2020-03-12,333,Sunday,376532,EUR,22699,500001,345759,0.04539790920418159,15.23234503722631,0.691516616966766,35-55,F,uharvey,jasmine65@webb.net,Troy Wood,M,67
1080,GRZ,2018-06-04,2019-09-05,458,Monday,263245,USD,19328,499999,95162,0.038656077312154626,4.923530629139073,0.1903243806487613,35-50,M,uharvey,jasmine65@webb.net,Troy Wood,M,67
1081,AKX,2019-10-21,2020-05-18,210,Monday,527159,USD,77150,500001,423287,0.1542996914006172,5.486545690213869,0.8465723068553863,25-35,M,uharvey,jasmine65@webb.net,Troy Wood,M,67
1082,KTR,2019-07-04,2020-06-11,343,Thursday,468107,EUR,15878,499994,277779,0.03175638107657292,17.494583700717975,0.5555646667760014,20-35,F,uharvey,jasmine65@webb.net,Troy Wood,M,67
1083,GRZ,2019-06-25,2020-06-02,343,Tuesday,597633,EUR,86773,499999,192962,0.17354634709269418,2.2237562375393267,0.3859247718495437,35-60,F,uharvey,jasmine65@webb.net,Troy Wood,M,67
1084,GRZ,2019-08-27,2020-09-13,383,Tuesday,930130,EUR,55408,499997,321728,0.1108166648999894,5.806526133410338,0.6434598607591645,40-45,F,brobinson,gbailey@fox-hubbard.com,Tracy Benton,F,53
1085,BYU,2019-08-22,2020-10-18,423,Thursday,675024,GDB,56727,499997,310425,0.11345468072808437,5.472261885874452,0.6208537251223507,40-45,F,brobinson,gbailey@fox-hubbard.com,Tracy Benton,F,53
1086,KTR,2018-05-19,2019-08-11,449,Saturday,310457,EUR,16520,499997,231580,0.03304019824118945,14.0181598062954,0.46316277897667385,40-55,F,brobinson,gbailey@fox-hubbard.com,Tracy Benton,F,53
1087,GRZ,2019-07-09,2020-07-07,364,Tuesday,582219,EUR,70622,499999,191918,0.14124428248856497,2.7175384441109003,0.38383676767353536,25-45,M,brobinson,gbailey@fox-hubbard.com,Tracy Benton,F,53
1088,KTR,2019-04-21,2019-08-14,115,Sunday,346917,EUR,15640,500002,19624,0.03127987488050048,1.2547314578005115,0.039247843008627964,40-45,F,brobinson,gbailey@fox-hubbard.com,Tracy Benton,F,53
1089,AKX,2018-09-26,2019-02-13,140,Wednesday,388066,EUR,87971,499998,264038,0.17594270377081508,3.001420922804106,0.5280781123124493,20-45,M,brobinson,gbailey@fox-hubbard.com,Tracy Benton,F,53
1090,AKX,2018-11-17,2019-06-12,207,Saturday,554794,EUR,42949,499999,347160,0.0858981717963436,8.08307527532655,0.6943213886427773,40-45,F,brobinson,gbailey@fox-hubbard.com,Tracy Benton,F,53
1091,BYU,2018-07-20,2019-07-10,355,Friday,424799,GDB,13852,500002,326509,0.02770388918444326,23.571253248628356,0.6530153879384483,35-45,M,brobinson,gbailey@fox-hubbard.com,Tracy Benton,F,53
1092,GRZ,2018-08-27,2019-11-01,431,Monday,741255,USD,85340,499999,296127,0.17068034136068272,3.4699671900632763,0.5922551845103691,35-45,M,kjohnson,suzannescott@vargas-murphy.info,Micheal Cole,M,90
1093,BYU,2017-12-21,2018-04-20,120,Thursday,769063,USD,44254,500001,760714,0.08850782298435403,17.18972296289601,1.5214249571500857,35-45,F,kjohnson,suzannescott@vargas-murphy.info,Micheal Cole,M,90
1094,AKX,2019-02-06,2021-04-22,806,Wednesday,25536,EUR,57642,500001,12252,0.11528376943246113,0.21255334651816385,0.024503950992098015,20-30,M,kjohnson,suzannescott@vargas-murphy.info,Micheal Cole,M,90
1095,KTR,2018-05-28,2019-06-07,375,Monday,238678,USD,13222,500002,184899,0.0264438942244231,13.984193011647255,0.36979652081391673,40-50,M,kjohnson,suzannescott@vargas-murphy.info,Micheal Cole,M,90
1096,GRZ,2018-04-06,2020-05-30,785,Friday,515480,EUR,19158,500002,181062,0.038315846736613056,9.450986533041027,0.36212255150979394,35-45,F,kjohnson,suzannescott@vargas-murphy.info,Micheal Cole,M,90
1097,KTR,2019-11-10,2020-04-10,152,Sunday,854622,USD,47033,499998,206078,0.09406637626550506,4.381561882082793,0.4121576486305945,40-55,F,jeffreyhernandez,opena@morris-johnson.org,Jesse Stewart,M,82
1098,BYU,2017-11-15,2018-12-24,404,Wednesday,588004,EUR,57576,499998,138221,0.11515246060984244,2.400670418229818,0.2764431057724231,35-55,M,jeffreyhernandez,opena@morris-johnson.org,Jesse Stewart,M,82
1099,KTR,2019-06-30,2020-12-18,537,Sunday,479898,EUR,32635,500001,110208,0.06526986946026107,3.376987896430213,0.22041555916888167,25-45,M,wilsonmckenzie,klopez@holloway-smith.com,Daniel Davis,M,45
1100,KTR,2018-02-19,2020-11-01,986,Monday,690128,USD,82339,499999,185524,0.16467832935665871,2.253172858548197,0.3710487420974842,40-65,F,wilsonmckenzie,klopez@holloway-smith.com,Daniel Davis,M,45
1101,AKX,2018-02-08,2020-04-17,799,Thursday,561187,USD,41010,500000,526884,0.08202,12.847695683979516,1.053768,35-55,F,wilsonmckenzie,klopez@holloway-smith.com,Daniel Davis,M,45
1102,KTR,2018-10-21,2020-01-30,466,Sunday,922126,EUR,57042,499998,59288,0.11408445633782535,1.0393744959854143,0.11857647430589723,40-55,M,wilsonmckenzie,klopez@holloway-smith.com,Daniel Davis,M,45
1103,BYU,2019-02-17,2019-06-26,129,Sunday,940522,GDB,59358,500001,360919,0.11871576256847487,6.080376697328077,0.7218365563268874,40-55,M,bruce08,sarahharrison@hotmail.com,Jesse Ward,M,40
1104,GRZ,2018-10-27,2020-09-16,690,Saturday,117567,EUR,34960,500001,87273,0.06991986016027968,2.496367276887872,0.17454565090869817,40-55,F,bruce08,sarahharrison@hotmail.com,Jesse Ward,M,40
1105,KTR,2017-01-12,2018-10-25,651,Thursday,48025,USD,21023,499999,8900,0.04204608409216819,0.42334585929696045,0.0178000356000712,20-40,M,bruce08,sarahharrison@hotmail.com,Jesse Ward,M,40
1106,KTR,2019-02-09,2020-02-29,385,Saturday,292921,USD,57266,500001,173658,0.11453177093645812,3.032480005587958,0.34731530536938926,40-55,M,bruce08,sarahharrison@hotmail.com,Jesse Ward,M,40
1107,GRZ,2018-06-29,2018-12-10,164,Friday,339270,USD,48363,500002,4650,0.09672561309754761,0.09614788164505923,0.0092999628001488,35-55,M,bruce08,sarahharrison@hotmail.com,Jesse Ward,M,40
1108,KTR,2019-05-11,2020-07-28,444,Saturday,171079,EUR,19107,499996,68790,0.038214305714445715,3.600251216831528,0.1375811006488052,40-50,F,aaronmitchell,lisa59@yahoo.com,Amanda Johnson,F,67
1109,GRZ,2018-09-18,2019-02-21,156,Tuesday,970355,GDB,45970,499996,680356,0.0919407355258842,14.8,1.3607228857830862,40-60,M,aaronmitchell,lisa59@yahoo.com,Amanda Johnson,F,67
1110,GRZ,2018-11-19,2020-05-21,549,Monday,633660,GDB,44673,500002,257506,0.08934564261742953,5.764242383542632,0.5150099399602401,20-25,F,aaronmitchell,lisa59@yahoo.com,Amanda Johnson,F,67
1111,KTR,2019-05-10,2021-02-16,648,Friday,422132,GDB,46898,499998,308572,0.09379637518550074,6.579640922853853,0.6171464685858743,25-35,F,aaronmitchell,lisa59@yahoo.com,Amanda Johnson,F,67
1112,AKX,2018-10-25,2020-08-26,671,Thursday,304830,EUR,23406,499998,70662,0.04681218724874899,3.0189694950012815,0.1413245652982612,30-40,F,aaronmitchell,lisa59@yahoo.com,Amanda Johnson,F,67
1113,AKX,2018-11-19,2019-04-02,134,Monday,356801,GDB,33599,500001,174027,0.0671978656042688,5.179529152653353,0.34805330389339223,25-30,F,aaronmitchell,lisa59@yahoo.com,Amanda Johnson,F,67
1114,BYU,2018-08-03,2019-02-01,182,Friday,508515,GDB,39232,499999,99354,0.07846415692831386,2.5324734910277327,0.19870839741679483,20-35,M,dsullivan,wallacejason@sullivan.net,Gabrielle Ruiz,F,51
1115,BYU,2018-06-28,2020-06-06,709,Thursday,622256,USD,62833,499998,1459,0.12566650266601068,0.023220282335715308,0.002918011672046688,35-55,M,dsullivan,wallacejason@sullivan.net,Gabrielle Ruiz,F,51
1116,AKX,2019-05-14,2021-12-02,933,Tuesday,101317,GDB,45443,499999,35501,0.09088618177236354,0.7812204299892173,0.07100214200428401,20-25,M,dsullivan,wallacejason@sullivan.net,Gabrielle Ruiz,F,51
1117,BYU,2019-09-03,2021-02-17,533,Tuesday,719037,GDB,17275,500001,480704,0.0345499309001382,27.82657018813314,0.9614060771878457,30-45,M,dsullivan,wallacejason@sullivan.net,Gabrielle Ruiz,F,51
1118,BYU,2018-12-19,2019-11-16,332,Wednesday,438742,EUR,17742,499998,382730,0.035484141936567744,21.571976101905083,0.7654630618522474,25-45,F,dsullivan,wallacejason@sullivan.net,Gabrielle Ruiz,F,51
1119,GRZ,2018-04-04,2018-06-17,74,Wednesday,661227,EUR,84893,499998,372130,0.16978667914671658,4.383518075695287,0.7442629770519082,35-55,M,dsullivan,wallacejason@sullivan.net,Gabrielle Ruiz,F,51
1120,GRZ,2018-01-08,2019-11-04,665,Monday,536963,EUR,24657,500001,298659,0.04931390137219725,12.112544105122277,0.5973168053663893,30-40,M,samantha10,wjones@jones-green.com,Kirk Combs,M,69
1121,KTR,2019-07-16,2019-12-22,159,Tuesday,190101,USD,43989,499999,25543,0.0879781759563519,0.5806678942462888,0.05108610217220434,35-40,F,samantha10,wjones@jones-green.com,Kirk Combs,M,69
1122,AKX,2017-11-28,2018-05-16,169,Tuesday,933814,EUR,16336,499998,183800,0.03267213068852275,11.251224289911852,0.36760147040588165,20-40,F,samantha10,wjones@jones-green.com,Kirk Combs,M,69
1123,KTR,2018-10-07,2019-10-31,389,Sunday,627573,GDB,44372,500000,397194,0.088744,8.95145587307311,0.794388,30-40,M,hbennett,wtate@gmail.com,Cheryl Stone,F,80
1124,GRZ,2018-09-28,2020-06-22,633,Friday,166105,GDB,31663,499995,134065,0.06332663326633266,4.234121845687396,0.2681326813268133,20-40,F,hbennett,wtate@gmail.com,Cheryl Stone,F,80
1125,GRZ,2018-11-15,2019-03-12,117,Thursday,641448,USD,36221,500000,270885,0.072442,7.478672593247011,0.54177,40-55,F,hbennett,wtate@gmail.com,Cheryl Stone,F,80
1126,GRZ,2018-06-07,2019-01-17,224,Thursday,435064,USD,47582,499998,174834,0.09516438065752263,3.6743726619309824,0.3496693986775947,25-45,M,hbennett,wtate@gmail.com,Cheryl Stone,F,80
1127,AKX,2019-02-08,2020-11-11,642,Friday,310366,EUR,19918,500000,174465,0.039836,8.759162566522743,0.34893,20-30,F,hbennett,wtate@gmail.com,Cheryl Stone,F,80
1128,GRZ,2018-01-23,2018-11-06,287,Tuesday,793585,GDB,37453,499998,250845,0.0749062996251985,6.697594318212159,0.501692006768027,25-35,M,hbennett,wtate@gmail.com,Cheryl Stone,F,80
1129,BYU,2018-08-23,2019-09-22,395,Thursday,62352,EUR,57200,499999,38130,0.1144002288004576,0.6666083916083916,0.07626015252030505,30-35,F,hbennett,wtate@gmail.com,Cheryl Stone,F,80
1130,BYU,2018-03-23,2018-12-18,270,Friday,636803,GDB,70064,500000,224504,0.140128,3.2042703813656086,0.449008,30-35,F,susanmahoney,jordanmary@miles.org,Brittany Hernandez,F,27
1131,GRZ,2017-12-20,2019-12-05,715,Wednesday,941769,USD,42839,500000,640424,0.085678,14.94955531174864,1.280848,20-35,M,susanmahoney,jordanmary@miles.org,Brittany Hernandez,F,27
1132,GRZ,2018-06-12,2019-07-16,399,Tuesday,554040,USD,83776,500000,89060,0.167552,1.0630729564553094,0.17812,20-25,M,susanmahoney,jordanmary@miles.org,Brittany Hernandez,F,27
1133,KTR,2019-09-24,2020-10-24,396,Tuesday,985698,EUR,44992,499999,659906,0.08998417996835993,14.667185277382647,1.3198146396292794,30-35,F,susanmahoney,jordanmary@miles.org,Brittany Hernandez,F,27
1134,BYU,2017-11-14,2018-09-08,298,Tuesday,875740,EUR,20310,499997,19454,0.04062024372146233,0.9578532742491384,0.0389082334494007,30-50,M,susanmahoney,jordanmary@miles.org,Brittany Hernandez,F,27
1135,GRZ,2018-03-13,2020-01-26,684,Tuesday,641128,USD,10778,499999,81245,0.021556043112086223,7.53804045277417,0.16249032498064997,30-45,M,susanmahoney,jordanmary@miles.org,Brittany Hernandez,F,27
1136,KTR,2019-04-19,2019-08-24,127,Friday,663899,GDB,15933,500001,164175,0.03186593626812746,10.30408585953681,0.3283493433013134,25-40,F,susanmahoney,jordanmary@miles.org,Brittany Hernandez,F,27
1137,AKX,2018-07-01,2019-01-04,187,Sunday,243546,USD,46725,499995,25243,0.0934509345093451,0.5402461209202782,0.05048650486504865,25-45,F,susanmahoney,jordanmary@miles.org,Brittany Hernandez,F,27
1138,GRZ,2018-03-22,2019-04-23,397,Thursday,237672,EUR,67339,499999,149948,0.1346782693565387,2.226763094195043,0.2998965997931996,20-40,M,pmontgomery,michael16@hotmail.com,Karen Wade,F,90
1139,GRZ,2018-02-26,2018-09-23,209,Monday,174877,USD,62060,500002,167923,0.12411950352198592,2.7058169513374155,0.3358446566213735,40-60,F,pmontgomery,michael16@hotmail.com,Karen Wade,F,90
